ID,Date,Variable,value
MX000017004,1967-03-29,tmax,260
MX000017004,1967-03-30,tmin,110
MX000017004,1967-03-30,prcp,0
MX000017004,1967-03-30,tmax,250
MX000017004,1967-03-31,tmin,144
MX000017004,1967-03-31,prcp,0
MX000017004,1967-03-31,tmax,262
MX000017004,1967-04-01,tmin,110
MX000017004,1967-04-01,prcp,0
MX000017004,1967-04-01,tmax,290
MX000017004,1967-04-02,tmin,173
MX000017004,1967-04-02,prcp,72
MX000017004,1967-04-02,tmax,290
MX000017004,1967-04-03,tmin,160
MX000017004,1967-04-03,prcp,0
MX000017004,1967-04-03,tmax,250
MX000017004,1967-04-04,tmin,160
MX000017004,1967-04-04,prcp,350
MX000017004,1967-04-04,tmax,250
MX000017004,1967-04-05,tmin,160
MX000017004,1967-04-05,prcp,60
MX000017004,1967-04-05,tmax,245
MX000017004,1967-04-06,tmin,125
MX000017004,1967-04-06,prcp,45
MX000017004,1967-04-06,tmax,230
MX000017004,1967-04-07,tmin,140
MX000017004,1967-04-07,prcp,0
MX000017004,1967-04-07,tmax,240
MX000017004,1967-04-08,tmin,120
MX000017004,1967-04-08,prcp,0
MX000017004,1967-04-08,tmax,240
MX000017004,1967-04-09,tmin,100
MX000017004,1967-04-09,prcp,0
MX000017004,1967-04-09,tmax,250
MX000017004,1967-04-10,tmin,115
MX000017004,1967-04-10,prcp,0
MX000017004,1967-04-10,tmax,270
MX000017004,1967-04-11,tmin,120
MX000017004,1967-04-11,prcp,0
MX000017004,1967-04-11,tmax,300
MX000017004,1967-04-12,tmin,125
MX000017004,1967-04-12,prcp,0
MX000017004,1967-04-12,tmax,290
MX000017004,1967-04-13,tmin,185
MX000017004,1967-04-13,prcp,0
MX000017004,1967-04-13,tmax,245
MX000017004,1967-04-14,tmin,160
MX000017004,1967-04-14,prcp,100
MX000017004,1967-04-14,tmax,230
MX000017004,1967-04-15,tmin,150
MX000017004,1967-04-15,prcp,25
MX000017004,1967-04-15,tmax,260
MX000017004,1967-04-16,tmin,160
MX000017004,1967-04-16,prcp,110
MX000017004,1967-04-16,tmax,260
MX000017004,1967-04-17,tmin,160
MX000017004,1967-04-17,prcp,0
MX000017004,1967-04-17,tmax,245
MX000017004,1967-04-18,tmin,160
MX000017004,1967-04-18,prcp,0
MX000017004,1967-04-18,tmax,250
MX000017004,1967-04-19,tmin,160
MX000017004,1967-04-19,prcp,0
MX000017004,1967-04-19,tmax,255
MX000017004,1967-04-20,tmin,160
MX000017004,1967-04-20,prcp,0
MX000017004,1967-04-20,tmax,240
MX000017004,1967-04-21,tmin,130
MX000017004,1967-04-21,prcp,0
MX000017004,1967-04-21,tmax,240
MX000017004,1967-04-22,tmin,110
MX000017004,1967-04-22,prcp,0
MX000017004,1967-04-22,tmax,290
MX000017004,1967-04-23,tmin,150
MX000017004,1967-04-23,prcp,0
MX000017004,1967-04-23,tmax,280
MX000017004,1967-04-24,tmin,140
MX000017004,1967-04-24,prcp,0
MX000017004,1967-04-24,tmax,300
MX000017004,1967-04-25,tmin,190
MX000017004,1967-04-25,prcp,0
MX000017004,1967-04-25,tmax,250
MX000017004,1967-04-26,tmin,150
MX000017004,1967-04-26,prcp,0
MX000017004,1967-04-26,tmax,225
MX000017004,1967-04-27,tmin,165
MX000017004,1967-04-27,prcp,550
MX000017004,1967-04-27,tmax,220
MX000017004,1967-04-28,tmin,170
MX000017004,1967-04-28,prcp,675
MX000017004,1967-04-28,tmax,240
MX000017004,1967-04-29,tmin,180
MX000017004,1967-04-29,prcp,175
MX000017004,1967-04-29,tmax,240
MX000017004,1967-04-30,tmin,110
MX000017004,1967-04-30,prcp,0
MX000017004,1967-04-30,tmax,220
MX000017004,1967-05-01,tmin,100
MX000017004,1967-05-01,prcp,0
MX000017004,1967-05-01,tmax,260
MX000017004,1967-05-02,tmin,105
MX000017004,1967-05-02,prcp,0
MX000017004,1967-05-02,tmax,265
MX000017004,1967-05-03,tmin,140
MX000017004,1967-05-03,prcp,0
MX000017004,1967-05-03,tmax,280
MX000017004,1967-05-04,tmin,140
MX000017004,1967-05-04,prcp,0
MX000017004,1967-05-04,tmax,280
MX000017004,1967-05-05,tmin,155
MX000017004,1967-05-05,prcp,90
MX000017004,1967-05-05,tmax,330
MX000017004,1967-05-06,tmin,180
MX000017004,1967-05-06,prcp,0
MX000017004,1967-05-06,tmax,270
MX000017004,1967-05-07,tmin,160
MX000017004,1967-05-07,prcp,10
MX000017004,1967-05-07,tmax,230
MX000017004,1967-05-08,tmin,140
MX000017004,1967-05-08,prcp,0
MX000017004,1967-05-08,tmax,250
MX000017004,1967-05-09,tmin,150
MX000017004,1967-05-09,prcp,0
MX000017004,1967-05-09,tmax,230
MX000017004,1967-05-10,tmin,160
MX000017004,1967-05-10,prcp,170
MX000017004,1967-05-10,tmax,250
MX000017004,1967-05-11,tmin,130
MX000017004,1967-05-11,prcp,0
MX000017004,1967-05-11,tmax,265
MX000017004,1967-05-12,tmin,150
MX000017004,1967-05-12,prcp,0
MX000017004,1967-05-12,tmax,250
MX000017004,1967-05-13,tmin,110
MX000017004,1967-05-13,prcp,0
MX000017004,1967-05-13,tmax,230
MX000017004,1967-05-14,tmin,110
MX000017004,1967-05-14,prcp,0
MX000017004,1967-05-14,tmax,240
MX000017004,1967-05-15,tmin,150
MX000017004,1967-05-15,prcp,0
MX000017004,1967-05-15,tmax,290
MX000017004,1967-05-16,tmin,150
MX000017004,1967-05-16,prcp,0
MX000017004,1967-05-16,tmax,310
MX000017004,1967-05-17,tmin,160
MX000017004,1967-05-17,prcp,0
MX000017004,1967-05-17,tmax,310
MX000017004,1967-05-18,tmin,170
MX000017004,1967-05-18,prcp,0
MX000017004,1967-05-18,tmax,250
MX000017004,1967-05-19,tmin,150
MX000017004,1967-05-19,prcp,435
MX000017004,1967-05-19,tmax,240
MX000017004,1967-05-20,tmin,150
MX000017004,1967-05-20,prcp,0
MX000017004,1967-05-20,tmax,260
MX000017004,1967-05-21,tmin,160
MX000017004,1967-05-21,prcp,0
MX000017004,1967-05-21,tmax,230
MX000017004,1967-05-22,tmin,130
MX000017004,1967-05-22,prcp,70
MX000017004,1967-05-22,tmax,260
MX000017004,1967-05-23,tmin,140
MX000017004,1967-05-23,prcp,0
MX000017004,1967-05-23,tmax,270
MX000017004,1967-05-24,tmin,140
MX000017004,1967-05-24,prcp,0
MX000017004,1967-05-24,tmax,230
MX000017004,1967-05-25,tmin,110
MX000017004,1967-05-25,prcp,0
MX000017004,1967-05-25,tmax,240
MX000017004,1967-05-26,tmin,120
MX000017004,1967-05-26,prcp,0
MX000017004,1967-05-26,tmax,230
MX000017004,1967-05-27,tmin,140
MX000017004,1967-05-27,prcp,0
MX000017004,1967-05-27,tmax,280
MX000017004,1967-05-28,tmin,150
MX000017004,1967-05-28,prcp,0
MX000017004,1967-05-28,tmax,300
MX000017004,1967-05-29,tmin,170
MX000017004,1967-05-29,prcp,35
MX000017004,1967-05-29,tmax,280
MX000017004,1967-05-30,tmin,170
MX000017004,1967-05-30,prcp,0
MX000017004,1967-05-30,tmax,240
MX000017004,1967-05-31,tmin,180
MX000017004,1967-05-31,prcp,95
MX000017004,1967-05-31,tmax,200
MX000017004,1967-06-01,tmin,160
MX000017004,1967-06-01,prcp,1290
MX000017004,1967-06-01,tmax,260
MX000017004,1967-06-02,tmin,140
MX000017004,1967-06-02,prcp,50
MX000017004,1967-06-02,tmax,270
MX000017004,1967-06-03,tmin,155
MX000017004,1967-06-03,prcp,0
MX000017004,1967-06-03,tmax,240
MX000017004,1967-06-04,tmin,140
MX000017004,1967-06-04,prcp,265
MX000017004,1967-06-04,prcp,0
MX000017004,1967-06-05,tmax,260
MX000017004,1967-06-05,tmin,130
MX000017004,1967-06-05,prcp,0
MX000017004,1967-06-06,tmax,270
MX000017004,1967-06-06,tmin,130
MX000017004,1967-06-06,prcp,0
MX000017004,1967-06-07,tmax,270
MX000017004,1967-06-07,tmin,140
MX000017004,1967-06-07,prcp,0
MX000017004,1967-06-08,tmax,290
MX000017004,1967-06-08,tmin,150
MX000017004,1967-06-08,prcp,0
MX000017004,1967-06-09,tmax,270
MX000017004,1967-06-09,tmin,150
MX000017004,1967-06-09,prcp,0
MX000017004,1967-06-10,tmax,300
MX000017004,1967-06-10,tmin,170
MX000017004,1967-06-10,prcp,10
MX000017004,1967-06-11,tmax,240
MX000017004,1967-06-11,tmin,160
MX000017004,1967-06-11,prcp,30
MX000017004,1967-06-12,tmax,260
MX000017004,1967-06-12,tmin,150
MX000017004,1967-06-12,prcp,0
MX000017004,1967-06-13,tmax,240
MX000017004,1967-06-13,tmin,150
MX000017004,1967-06-13,prcp,285
MX000017004,1967-06-14,tmax,260
MX000017004,1967-06-14,tmin,150
MX000017004,1967-06-14,prcp,0
MX000017004,1967-06-15,tmax,290
MX000017004,1967-06-15,tmin,165
MX000017004,1967-06-15,prcp,0
MX000017004,1967-06-16,tmax,230
MX000017004,1967-06-16,tmin,145
MX000017004,1967-06-16,prcp,0
MX000017004,1967-06-17,tmax,270
MX000017004,1967-06-17,tmin,135
MX000017004,1967-06-17,prcp,0
MX000017004,1967-06-18,tmax,220
MX000017004,1967-06-18,tmin,90
MX000017004,1967-06-18,prcp,0
MX000017004,1967-06-19,tmax,270
MX000017004,1967-06-19,tmin,115
MX000017004,1967-06-19,prcp,0
MX000017004,1967-06-20,tmax,285
MX000017004,1967-06-20,tmin,130
MX000017004,1967-06-20,prcp,0
MX000017004,1967-06-21,tmax,305
MX000017004,1967-06-21,tmin,175
MX000017004,1967-06-21,prcp,0
MX000017004,1967-06-22,tmax,330
MX000017004,1967-06-22,tmin,185
MX000017004,1967-06-22,prcp,5
MX000017004,1967-06-23,tmax,270
MX000017004,1967-06-23,tmin,160
MX000017004,1967-06-23,prcp,10
MX000017004,1967-06-24,tmax,250
MX000017004,1967-06-24,tmin,150
MX000017004,1967-06-24,prcp,175
MX000017004,1967-06-25,tmax,240
MX000017004,1967-06-25,tmin,170
MX000017004,1967-06-25,prcp,240
MX000017004,1967-06-26,tmax,235
MX000017004,1967-06-26,tmin,160
MX000017004,1967-06-26,prcp,80
MX000017004,1967-06-27,tmax,240
MX000017004,1967-06-27,tmin,150
MX000017004,1967-06-27,prcp,17
MX000017004,1967-06-28,tmax,265
MX000017004,1967-06-28,tmin,120
MX000017004,1967-06-28,prcp,0
MX000017004,1967-06-29,tmax,220
MX000017004,1967-06-29,tmin,145
MX000017004,1967-06-29,prcp,0
MX000017004,1967-06-30,tmax,235
MX000017004,1967-06-30,tmin,115
MX000017004,1967-06-30,prcp,0
MX000017004,1967-07-01,tmax,250
MX000017004,1967-07-01,tmin,145
MX000017004,1967-07-01,prcp,0
MX000017004,1967-07-02,tmax,290
MX000017004,1967-07-02,tmin,145
MX000017004,1967-07-02,prcp,0
MX000017004,1967-07-03,tmax,305
MX000017004,1967-07-03,tmin,170
MX000017004,1967-07-03,prcp,0
MX000017004,1967-07-04,tmax,295
MX000017004,1967-07-04,tmin,170
MX000017004,1967-07-04,prcp,0
MX000017004,1967-07-05,tmax,270
MX000017004,1967-07-05,tmin,185
MX000017004,1967-07-05,prcp,30
MX000017004,1967-07-06,tmax,240
MX000017004,1967-07-06,tmin,175
MX000017004,1967-07-06,prcp,100
MX000017004,1967-07-07,tmax,285
MX000017004,1967-07-07,tmin,170
MX000017004,1967-07-07,prcp,0
MX000017004,1967-07-08,tmax,245
MX000017004,1967-07-08,tmin,155
MX000017004,1967-07-08,prcp,173
MX000017004,1967-07-09,tmax,290
MX000017004,1967-07-09,tmin,115
MX000017004,1967-07-09,prcp,0
MX000017004,1967-07-10,tmax,290
MX000017004,1967-07-10,tmin,110
MX000017004,1967-07-10,prcp,0
MX000017004,1967-07-11,tmax,290
MX000017004,1967-07-11,tmin,95
MX000017004,1967-07-11,prcp,0
MX000017004,1967-07-12,tmax,300
MX000017004,1967-07-12,tmin,150
MX000017004,1967-07-12,prcp,0
MX000017004,1967-07-13,tmax,260
MX000017004,1967-07-13,tmin,120
MX000017004,1967-07-13,prcp,0
MX000017004,1967-07-14,tmax,325
MX000017004,1967-07-14,tmin,180
MX000017004,1967-07-14,prcp,0
MX000017004,1967-07-15,tmax,295
MX000017004,1967-07-15,tmin,160
MX000017004,1967-07-15,prcp,2
MX000017004,1967-07-16,tmax,330
MX000017004,1967-07-16,tmin,190
MX000017004,1967-07-16,prcp,0
MX000017004,1967-07-17,tmax,310
MX000017004,1967-07-17,tmin,180
MX000017004,1967-07-17,prcp,0
MX000017004,1967-07-18,tmax,260
MX000017004,1967-07-18,tmin,170
MX000017004,1967-07-18,prcp,0
MX000017004,1967-07-19,tmax,225
MX000017004,1967-07-19,tmin,180
MX000017004,1967-07-19,prcp,651
MX000017004,1967-07-20,tmax,230
MX000017004,1967-07-20,tmin,160
MX000017004,1967-07-20,prcp,236
MX000017004,1967-07-21,tmax,270
MX000017004,1967-07-21,tmin,160
MX000017004,1967-07-21,prcp,0
MX000017004,1967-07-22,tmax,280
MX000017004,1967-07-22,tmin,140
MX000017004,1967-07-22,prcp,0
MX000017004,1967-07-23,tmax,260
MX000017004,1967-07-23,tmin,150
MX000017004,1967-07-23,prcp,0
MX000017004,1967-07-24,tmax,302
MX000017004,1967-07-24,tmin,128
MX000017004,1967-07-24,prcp,43
MX000017004,1967-07-25,tmax,259
MX000017004,1967-07-25,tmin,77
MX000017004,1967-07-25,prcp,0
MX000017004,1967-07-26,tmax,329
MX000017004,1967-07-26,tmin,148
MX000017004,1967-07-26,prcp,0
MX000017004,1967-07-27,tmax,290
MX000017004,1967-07-27,tmin,146
MX000017004,1967-07-27,prcp,5
MX000017004,1967-07-28,tmax,344
MX000017004,1967-07-28,tmin,173
MX000017004,1967-07-28,prcp,18
MX000017004,1967-07-29,tmax,274
MX000017004,1967-07-29,tmin,149
MX000017004,1967-07-29,prcp,33
MX000017004,1967-07-30,tmax,286
MX000017004,1967-07-30,tmin,151
MX000017004,1967-07-30,prcp,5
MX000017004,1967-07-31,tmin,146
MX000017004,1967-07-31,prcp,0
MX000017004,1967-07-31,tmax,302
MX000017004,1967-08-01,tmin,146
MX000017004,1967-08-01,prcp,0
MX000017004,1967-08-01,tmax,351
MX000017004,1967-08-02,tmin,157
MX000017004,1967-08-02,prcp,0
MX000017004,1967-08-02,prcp,5
MX000017004,1967-08-03,tmin,138
MX000017004,1967-08-03,prcp,20
MX000017004,1967-08-03,tmin,139
MX000017004,1967-08-04,prcp,0
MX000017004,1967-08-04,tmin,130
MX000017004,1967-08-04,prcp,97
MX000017004,1967-08-05,tmin,134
MX000017004,1967-08-05,prcp,0
MX000017004,1967-08-05,tmax,270
MX000017004,1967-08-06,tmin,136
MX000017004,1967-08-06,prcp,0
MX000017004,1967-08-06,tmin,97
MX000017004,1967-08-07,prcp,0
MX000017004,1967-08-07,tmax,258
MX000017004,1967-08-07,tmin,139
MX000017004,1967-08-08,prcp,0
MX000017004,1967-08-08,tmax,348
MX000017004,1967-08-08,tmin,169
MX000017004,1967-08-09,prcp,0
MX000017004,1967-08-09,tmin,167
MX000017004,1967-08-09,prcp,0
MX000017004,1967-08-10,prcp,0
MX000017004,1967-08-10,tmin,137
MX000017004,1967-08-10,prcp,201
MX000017004,1967-08-11,tmax,287
MX000017004,1967-08-11,tmin,153
MX000017004,1967-08-11,prcp,0
MX000017004,1967-08-12,tmax,280
MX000017004,1967-08-12,tmin,151
MX000017004,1967-08-12,prcp,254
MX000017004,1967-08-13,tmin,91
MX000017004,1967-08-13,prcp,0
MX000017004,1967-08-13,tmax,265
MX000017004,1967-08-14,tmin,141
MX000017004,1967-08-14,prcp,0
MX000017004,1967-08-14,tmin,120
MX000017004,1967-08-15,prcp,0
MX000017004,1967-08-15,tmin,94
MX000017004,1967-08-15,prcp,0
MX000017004,1967-08-16,tmin,140
MX000017004,1967-08-16,prcp,0
MX000017004,1967-08-16,tmax,352
MX000017004,1967-08-17,tmin,173
MX000017004,1967-08-17,prcp,0
MX000017004,1967-08-17,tmax,271
MX000017004,1967-08-18,tmin,115
MX000017004,1967-08-18,prcp,0
MX000017004,1967-08-18,tmax,259
MX000017004,1967-08-19,tmin,146
MX000017004,1967-08-19,tmax,280
MX000017004,1967-08-19,tmin,142
MX000017004,1967-08-20,prcp,0
MX000017004,1967-08-20,tmax,275
MX000017004,1967-08-20,tmin,163
MX000017004,1967-08-21,prcp,18
MX000017004,1967-08-21,tmax,262
MX000017004,1967-08-21,tmin,152
MX000017004,1967-08-22,prcp,5
MX000017004,1967-08-22,tmin,130
MX000017004,1967-08-22,prcp,0
MX000017004,1967-08-23,tmax,264
MX000017004,1967-08-23,tmin,140
MX000017004,1967-08-23,prcp,0
MX000017004,1967-08-24,tmin,137
MX000017004,1967-08-24,prcp,0
MX000017004,1967-08-24,tmin,95
MX000017004,1967-08-25,prcp,0
MX000017004,1967-08-25,tmin,124
MX000017004,1967-08-25,prcp,0
MX000017004,1967-08-26,prcp,0
MX000017004,1967-08-26,prcp,0
MX000017004,1967-08-26,prcp,46
MX000017004,1967-08-27,tmax,280
MX000017004,1967-08-27,prcp,56
MX000017004,1967-08-27,prcp,0
MX000017004,1967-08-28,prcp,3
MX000017004,1967-08-28,prcp,0
MX000017004,1967-08-28,tmin,120
MX000017004,1967-08-29,prcp,0
MX000017004,1967-08-29,prcp,0
MX000017004,1967-08-29,tmin,95
MX000017004,1967-08-30,prcp,0
MX000017004,1967-08-30,tmax,292
MX000017004,1967-08-30,prcp,0
MX000017004,1967-08-31,tmax,320
MX000017004,1967-08-31,prcp,0
MX000017004,1967-08-31,prcp,0
MX000017004,1967-09-01,tmax,325
MX000017004,1967-09-01,prcp,0
MX000017004,1967-09-01,prcp,0
MX000017004,1967-09-02,tmax,260
MX000017004,1967-09-02,prcp,0
MX000017004,1967-09-02,tmax,257
MX000017004,1967-09-03,prcp,33
MX000017004,1967-09-03,tmax,264
MX000017004,1967-09-03,tmin,141
MX000017004,1967-09-04,prcp,218
MX000017004,1967-09-04,tmin,126
MX000017004,1967-09-04,prcp,241
MX000017004,1967-09-05,tmin,106
MX000017004,1967-09-05,prcp,0
MX000017004,1967-09-05,prcp,0
MX000017004,1967-09-06,prcp,0
MX000017004,1967-09-06,prcp,18
MX000017004,1967-09-06,tmin,108
MX000017004,1967-09-07,prcp,0
MX000017004,1967-09-07,tmax,322
MX000017004,1967-09-07,tmin,126
MX000017004,1967-09-08,prcp,0
MX000017004,1967-09-08,tmax,326
MX000017004,1967-09-08,tmin,153
MX000017004,1967-09-09,prcp,0
MX000017004,1967-09-09,tmax,265
MX000017004,1967-09-09,prcp,135
MX000017004,1967-09-10,tmin,130
MX000017004,1967-09-10,prcp,305
MX000017004,1967-09-10,tmin,90
MX000017004,1967-09-11,prcp,168
MX000017004,1967-09-11,tmin,134
MX000017004,1967-09-11,prcp,0
MX000017004,1967-09-12,prcp,0
MX000017004,1967-09-12,tmax,280
MX000017004,1967-09-12,tmin,90
MX000017004,1967-09-13,prcp,0
MX000017004,1967-09-13,tmin,125
MX000017004,1967-09-13,prcp,0
MX000017004,1967-09-14,prcp,0
MX000017004,1967-09-14,tmin,107
MX000017004,1967-09-14,prcp,0
MX000017004,1967-09-15,prcp,5
MX000017004,1967-09-15,tmin,132
MX000017004,1967-09-15,prcp,0
MX000017004,1967-09-16,prcp,8
MX000017004,1967-09-16,tmin,149
MX000017004,1967-09-16,prcp,1011
MX000017004,1967-09-17,tmax,273
MX000017004,1967-09-17,tmin,133
MX000017004,1967-09-17,prcp,0
MX000017004,1967-09-18,prcp,5
MX000017004,1967-09-18,prcp,5
MX000017004,1967-09-18,prcp,0
MX000017004,1967-09-19,prcp,0
MX000017004,1967-09-19,prcp,0
MX000017004,1967-09-19,prcp,0
MX000017004,1967-09-20,prcp,0
MX000017004,1967-09-20,prcp,0
MX000017004,1967-09-20,tmax,270
MX000017004,1967-09-21,tmin,130
MX000017004,1967-09-21,prcp,0
MX000017004,1967-09-21,tmax,291
MX000017004,1967-09-22,tmin,168
MX000017004,1967-09-22,prcp,71
MX000017004,1967-09-22,prcp,0
MX000017004,1967-09-23,prcp,117
MX000017004,1967-09-23,prcp,10
MX000017004,1967-09-23,prcp,0
MX000017004,1967-09-24,prcp,0
MX000017004,1967-09-24,prcp,0
MX000017004,1967-09-24,tmax,293
MX000017004,1967-09-25,tmin,114
MX000017004,1967-09-25,prcp,0
MX000017004,1967-09-25,tmax,312
MX000017004,1967-09-26,tmin,132
MX000017004,1967-09-26,prcp,0
MX000017004,1967-09-26,tmax,375
MX000017004,1967-09-27,tmin,175
MX000017004,1967-09-27,prcp,0
MX000017004,1967-09-27,tmax,369
MX000017004,1967-09-28,tmin,189
MX000017004,1967-09-28,prcp,0
MX000017004,1967-09-28,prcp,0
MX000017004,1967-09-29,prcp,0
MX000017004,1967-09-29,prcp,84
MX000017004,1967-09-29,prcp,0
MX000017004,1967-09-30,prcp,0
MX000017004,1967-09-30,prcp,0
MX000017004,1967-09-30,prcp,0
MX000017004,1967-10-01,prcp,25
MX000017004,1967-10-01,prcp,132
MX000017004,1967-10-01,tmax,275
MX000017004,1967-10-02,tmin,142
MX000017004,1967-10-02,prcp,130
MX000017004,1967-10-02,tmax,280
MX000017004,1967-10-03,tmin,108
MX000017004,1967-10-03,prcp,0
MX000017004,1967-10-03,prcp,0
MX000017004,1967-10-04,prcp,0
MX000017004,1967-10-04,prcp,0
MX000017004,1967-10-04,tmax,324
MX000017004,1967-10-05,tmin,135
MX000017004,1967-10-05,prcp,76
MX000017004,1967-10-05,tmax,258
MX000017004,1967-10-06,tmin,156
MX000017004,1967-10-06,prcp,366
MX000017004,1967-10-06,prcp,0
MX000017004,1967-10-07,tmax,250
MX000017004,1967-10-07,tmin,142
MX000017004,1967-10-07,prcp,254
MX000017004,1967-10-08,tmax,290
MX000017004,1967-10-08,tmin,143
MX000017004,1967-10-08,prcp,36
MX000017004,1967-10-09,tmax,286
MX000017004,1967-10-09,tmin,125
MX000017004,1967-10-09,prcp,5
MX000017004,1967-10-10,tmax,280
MX000017004,1967-10-10,tmin,109
MX000017004,1967-10-10,prcp,0
MX000017004,1967-10-11,prcp,0
MX000017004,1967-10-11,prcp,41
MX000017004,1967-10-11,tmax,294
MX000017004,1967-10-12,tmin,132
MX000017004,1967-10-12,prcp,0
MX000017004,1967-10-12,tmax,313
MX000017004,1967-10-13,tmin,138
MX000017004,1967-10-13,prcp,0
MX000017004,1967-10-13,prcp,0
MX000017004,1967-10-14,prcp,0
MX000017004,1967-10-14,tmax,252
MX000017004,1967-10-14,tmin,169
MX000017004,1967-10-15,prcp,203
MX000017004,1967-10-15,tmax,275
MX000017004,1967-10-15,tmin,141
MX000017004,1967-10-16,tmax,270
MX000017004,1967-10-16,tmin,152
MX000017004,1967-10-16,prcp,0
MX000017004,1967-10-17,tmax,264
MX000017004,1967-10-17,tmin,164
MX000017004,1967-10-17,prcp,422
MX000017004,1967-10-18,tmax,292
MX000017004,1967-10-18,tmin,130
MX000017004,1967-10-18,prcp,0
MX000017004,1967-10-19,tmax,272
MX000017004,1967-10-19,tmin,94
MX000017004,1967-10-19,prcp,0
MX000017004,1967-10-20,tmax,283
MX000017004,1967-10-20,tmin,115
MX000017004,1967-10-20,prcp,0
MX000017004,1967-10-21,prcp,18
MX000017004,1967-10-21,prcp,119
MX000017004,1967-10-21,prcp,0
MX000017004,1967-10-22,tmax,303
MX000017004,1967-10-22,tmin,146
MX000017004,1967-10-22,prcp,23
MX000017004,1967-10-23,tmax,299
MX000017004,1967-10-23,tmin,143
MX000017004,1967-10-23,prcp,0
MX000017004,1967-10-24,prcp,0
MX000017004,1967-10-24,prcp,0
MX000017004,1967-10-24,tmax,288
MX000017004,1967-10-25,tmin,180
MX000017004,1967-10-25,prcp,0
MX000017004,1967-10-25,prcp,0
MX000017004,1967-10-26,tmax,295
MX000017004,1967-10-26,tmin,150
MX000017004,1967-10-26,prcp,41
MX000017004,1967-10-27,tmax,295
MX000017004,1967-10-27,tmin,145
MX000017004,1967-10-27,prcp,5
MX000017004,1967-10-28,tmax,299
MX000017004,1967-10-28,tmin,155
MX000017004,1967-10-28,prcp,0
MX000017004,1967-10-29,prcp,0
MX000017004,1967-10-29,tmax,262
MX000017004,1967-10-29,tmin,91
MX000017004,1967-10-30,prcp,0
MX000017004,1967-10-30,tmax,313
MX000017004,1967-10-30,tmin,107
MX000017004,1967-10-31,prcp,0
MX000017004,1967-10-31,prcp,0
MX000017004,1967-10-31,prcp,81
MX000017004,1967-11-01,prcp,0
MX000017004,1967-11-01,prcp,0
MX000017004,1967-11-01,prcp,0
MX000017004,1967-11-02,prcp,0
MX000017004,1967-11-02,prcp,0
MX000017004,1967-11-02,tmax,361
MX000017004,1967-11-03,tmin,156
MX000017004,1967-11-03,prcp,0
MX000017004,1967-11-03,tmax,344
MX000017004,1967-11-04,tmin,126
MX000017004,1967-11-04,prcp,0
MX000017004,1967-11-04,prcp,0
MX000017004,1967-11-05,tmax,372
MX000017004,1967-11-05,tmin,181
MX000017004,1967-11-05,prcp,0
MX000017004,1967-11-06,prcp,0
MX000017004,1967-11-06,prcp,0
MX000017004,1967-11-06,prcp,0
MX000017004,1967-11-07,prcp,0
MX000017004,1967-11-07,prcp,0
MX000017004,1967-11-07,tmax,310
MX000017004,1967-11-08,tmin,120
MX000017004,1967-11-08,prcp,0
MX000017004,1967-11-08,prcp,0
MX000017004,1967-11-09,prcp,0
MX000017004,1967-11-09,prcp,0
MX000017004,1967-11-09,prcp,0
MX000017004,1967-11-10,prcp,0
MX000017004,1967-11-10,prcp,259
MX000017004,1967-11-10,prcp,0
MX000017004,1967-11-11,prcp,0
MX000017004,1967-11-11,prcp,0
MX000017004,1967-11-11,prcp,0
MX000017004,1967-11-12,tmax,301
MX000017004,1967-11-12,tmin,126
MX000017004,1967-11-12,prcp,0
MX000017004,1967-11-13,prcp,0
MX000017004,1967-11-13,prcp,0
MX000017004,1967-11-13,prcp,18
MX000017004,1967-11-14,prcp,0
MX000017004,1967-11-14,prcp,23
MX000017004,1967-11-14,prcp,0
MX000017004,1967-11-15,prcp,0
MX000017004,1967-11-15,prcp,0
MX000017004,1967-11-15,prcp,0
MX000017004,1967-11-16,prcp,0
MX000017004,1967-11-16,prcp,0
MX000017004,1967-11-16,tmax,295
MX000017004,1967-11-17,tmin,132
MX000017004,1967-11-17,prcp,0
MX000017004,1967-11-17,prcp,0
MX000017004,1967-11-18,prcp,0
MX000017004,1967-11-18,prcp,3
MX000017004,1967-11-18,prcp,25
MX000017004,1967-11-19,prcp,51
MX000017004,1967-11-19,prcp,86
MX000017004,1967-11-19,prcp,0
MX000017004,1967-11-20,prcp,0
MX000017004,1967-11-20,prcp,0
MX000017004,1967-11-20,prcp,0
MX000017004,1967-11-21,prcp,33
MX000017004,1967-11-21,prcp,884
MX000017004,1967-11-21,prcp,43
MX000017004,1967-11-22,tmax,282
MX000017004,1967-11-22,tmin,129
MX000017004,1967-11-22,prcp,0
MX000017004,1967-11-23,prcp,0
MX000017004,1967-11-23,tmax,345
MX000017004,1967-11-23,tmin,168
MX000017004,1967-11-24,prcp,0
MX000017004,1967-11-24,prcp,0
MX000017004,1967-11-24,prcp,180
MX000017004,1967-11-25,prcp,353
MX000017004,1967-11-25,prcp,0
MX000017004,1967-11-25,prcp,0
MX000017004,1967-11-26,prcp,0
MX000017004,1967-11-26,prcp,0
MX000017004,1967-11-26,tmax,320
MX000017004,1967-11-27,tmin,127
MX000017004,1967-11-27,prcp,0
MX000017004,1967-11-27,tmax,330
MX000017004,1967-11-28,tmin,170
MX000017004,1967-11-28,prcp,0
MX000017004,1967-11-28,tmax,300
MX000017004,1967-11-29,tmin,170
MX000017004,1967-11-29,prcp,0
MX000017004,1967-11-29,tmax,270
